source,target,hits,score,score.1,Hits,Score
ANGUILLA,JAPONICA,181.0,13.15,13.15,181.0,13.15
ANGUILLA,ROSTRATA,116.0,12.68,12.68,116.0,12.68
ANGUILLICOLA,CRASSUS,7.0,13.34,13.34,7.0,13.34
ANGUILLICOLOIDES,CRASSUS,4.0,12.83,12.83,4.0,12.83
ANGUILLIDAE,BAGRIDAE,1.0,13.41,13.41,1.0,13.41
ANGUILLIFORMES,ANGUILLIDAE,1.0,13.41,13.41,1.0,13.41
ANGUIS,FRAGILIS,1.0,13.99,13.99,1.0,13.99
ANISAKIS,SIMPLEX,4.0,13.54,13.54,4.0,13.54
ANISOPS,SARDEA,1.0,13.99,13.99,1.0,13.99
ANNELIDA,CLITELLATA,3.0,13.41,13.41,3.0,13.41
ANODONTA,KENNERLYI,1.0,13.99,13.99,1.0,13.99
ANODONTIA,CYGNEA,1.0,13.99,13.99,1.0,13.99
ANOPHELES,STEPHENSI,2.0,12.68,12.68,2.0,12.68
ANOPLOPOMA,FIMBRIA,4.0,13.83,13.83,4.0,13.83
ANOPTICHTHYS,JORDANI,7.0,13.64,13.64,7.0,13.64
ANOTOPTERUS,NIKPARINI,1.0,13.99,13.99,1.0,13.99
ANTIPODARUM,1960,1.0,13.41,13.41,1.0,13.41
ANTIPODARUM,BIOMASS,1.0,12.68,12.68,1.0,12.68
ANTIPORUS,WILLIAMSI,1.0,13.99,13.99,1.0,13.99
APANTELES,BIGNELLI,1.0,13.99,13.99,1.0,13.99
APATANIA,STIGMATELLA,3.0,13.99,13.99,3.0,13.99
APATEMON,GRACILIS,8.0,13.67,13.67,8.0,13.67
APELTES,QUADRACUS,4.0,13.99,13.99,4.0,13.99
APHANIUS,HORMUZENSIS,2.0,12.54,12.54,2.0,12.54
APHANIZOMENON,FLOS-AQUAE,2.0,13.19,13.19,2.0,13.19
APHANIZOMENON,FLOSAQUAE,1.0,13.0,13.0,1.0,13.0
APHREDODERUS,SAYANUS,2.0,13.99,13.99,2.0,13.99
APHRIZA,VIRGATA,1.0,13.99,13.99,1.0,13.99
APICOMPLEXA,AGGREGATIDAE,1.0,13.99,13.99,1.0,13.99
APIUM,NODIFLORUM,1.0,13.99,13.99,1.0,13.99
APLOCHEILUS,PANCHAX,1.0,13.41,13.41,1.0,13.41
APLODINOTUS,GRUNNIENS,13.0,13.99,13.99,13.0,13.99
APLYSIA,CALIFORNICA,1.0,12.68,12.68,1.0,12.68
APLYSIA,LIMACINA,1.0,13.0,13.0,1.0,13.0
APLYSIA,SIPHON,1.0,13.0,13.0,1.0,13.0
APOCHEILUS,MELASTIGMA,1.0,13.41,13.41,1.0,13.41
APOCHEILUS,PANCHAX,1.0,13.0,13.0,1.0,13.0
APODICHTHYS,FLAVIDUS,1.0,12.68,12.68,1.0,12.68
APOLLONIA,MELANOSTOMA,5.0,13.73,13.73,5.0,13.73
APOPHALLUS,BREVIS,1.0,13.99,13.99,1.0,13.99
APOROCOTYLE,SANGUINICOLA,1.0,13.41,13.41,1.0,13.41
APPENDIX,CASTANEUS,2.0,13.0,13.0,2.0,13.0
APROSTOCETUS,HAGENOWII,2.0,13.99,13.99,2.0,13.99
AQUARIUS,REMIGIS,1.0,13.99,13.99,1.0,13.99
ARABIDOPSIS,THALIANA,4.0,13.99,13.99,4.0,13.99
ARCHOPLITES,INLERRUPTUS,1.0,13.99,13.99,1.0,13.99
ARCHOSARGUS,PROBATOCEPHALUS,3.0,13.99,13.99,3.0,13.99
ARCTICUS,LAMPETRA,1.0,12.68,12.68,1.0,12.68
ARCTOGADUS,GLACIALIS,3.0,13.77,13.77,3.0,13.77
ARDEA,CINEREA,10.0,13.99,13.99,10.0,13.99
ARENARIA,MELANOCEPHALA,1.0,13.99,13.99,1.0,13.99
ARGENTINA,SILUS,2.0,13.41,13.41,2.0,13.41
ARGENTINA,SPHYRAENA,2.0,13.41,13.41,2.0,13.41
ARGOCHRYSIS,ARMILLA,1.0,13.99,13.99,1.0,13.99
ARGULIDAE,ARGULOIDA,1.0,13.99,13.99,1.0,13.99
ARMATUS,PLEURONECTIDAE,1.0,12.68,12.68,1.0,12.68
ARMIGER,CRISTA,1.0,13.0,13.0,1.0,13.0
ARNOGLOSSUS,LATERNA,1.0,13.99,13.99,1.0,13.99
ARTHROPODA,INSECTA,1.0,13.41,13.41,1.0,13.41
ARTHROPODA,VERTEBRATA,1.0,13.41,13.41,1.0,13.41
ARVICOLA,AMPHIBIUS,1.0,13.99,13.99,1.0,13.99
ASCOCOTYLE,COELOSTOMA,3.0,13.77,13.77,3.0,13.77
ASCOCOTYLE,PACHYCYSTIS,1.0,12.68,12.68,1.0,12.68
ASELLUS,AQUATICUS,14.0,13.99,13.99,14.0,13.99
ASERAGGODES,MACLEAYANUS,1.0,13.99,13.99,1.0,13.99
ASILOIDEA,THEREVIDAE,1.0,13.41,13.41,1.0,13.41
ASPIUS,ASPIUS,15.0,13.62,13.62,15.0,13.62
ASPLANCHNA,KERATELLA,2.0,13.19,13.19,2.0,13.19
ASPLANCHNA,PRIODONTA,3.0,13.41,13.41,3.0,13.41
ASSEMBLAGE,GARIEPINUS,1.0,13.41,13.41,1.0,13.41
ASTACIDAE,PARASTACIDAE,1.0,13.99,13.99,1.0,13.99
ASTACUS,ASTACUS,1.0,13.41,13.41,1.0,13.41
ASTACUS,LEPTODACTYLUS,1.0,13.41,13.41,1.0,13.41
ASTROBLEPIDAE,LORICARIIDAE,1.0,13.99,13.99,1.0,13.99
ATHERINA,PRESBYTER,1.0,13.99,13.99,1.0,13.99
ATHERINOMORPHA,HADIATYAE,1.0,12.68,12.68,1.0,12.68
ATHERINOMORPHA,ORYZIAS,1.0,12.68,12.68,1.0,12.68
ATLANTIC,PORTUGAL,1.0,13.99,13.99,1.0,13.99
ATOLLA,WYVILLEI,1.0,13.99,13.99,1.0,13.99
AULOPIFORMES,AULOPIFORMES,1.0,13.41,13.41,1.0,13.41
AULORHYNCHUS,FLAVIDUS,3.0,13.58,13.58,3.0,13.58
AURATUS,SPARIDAE,2.0,13.0,13.0,2.0,13.0
AURELIA,AURITA,2.0,13.99,13.99,2.0,13.99
AUSTRALASIAN,ARRIPIDIDAE,1.0,13.0,13.0,1.0,13.0
AUSTRALASIAN,THEREVIDAE,2.0,13.41,13.41,2.0,13.41
AUSTROGOMPHUS,GUERINI,1.0,13.99,13.99,1.0,13.99
AUSTROLIMNIUS,COXELMIS,1.0,13.0,13.0,1.0,13.0
AUSTROPOTAMOBIUS,PALLIPES,2.0,13.99,13.99,2.0,13.99
AVOCETTINA,INFANS,1.0,13.99,13.99,1.0,13.99
AWAOUS,AENEOFUSCUS,1.0,12.68,12.68,1.0,12.68
AWAOUS,GUAMENSIS,1.0,12.68,12.68,1.0,12.68
AWAOUS,OCELLARIS,1.0,12.68,12.68,1.0,12.68
AWAOUS,RHINOGOBIUS,1.0,12.68,12.68,1.0,12.68
AYTHIA,FERINA,2.0,13.0,13.0,2.0,13.0
AYTHIA,FULIGULA,2.0,13.0,13.0,2.0,13.0
AYTHYA,FERINA,2.0,12.83,12.83,2.0,12.83
AYTHYA,FULIGULA,2.0,12.83,12.83,2.0,12.83
AZOLLA,PINNATA,1.0,13.0,13.0,1.0,13.0
AZYGIA,LONGA,1.0,13.41,13.41,1.0,13.41
BABKA,GYMNOTRACHELUS,1.0,13.99,13.99,1.0,13.99
BACCHARIS,SALICIFOLIA,1.0,13.99,13.99,1.0,13.99
BACILLARIOPHYCEAE,OVALIS,1.0,13.0,13.0,1.0,13.0
BAETIDAE,LIBELLULIDAE,2.0,13.41,13.41,2.0,13.41
BAETIS,CINYGMULA,2.0,12.68,12.68,2.0,12.68
BAETIS,RHODANI,3.0,13.26,13.26,3.0,13.26
BAETODES,BAETIS,1.0,13.0,13.0,1.0,13.0
BAGRUS,DOCMAK,5.0,13.99,13.99,5.0,13.99
BAIRDIELLA,CHRYSOURA,3.0,13.99,13.99,3.0,13.99
BALAENOPTERA,MUSCULUS,1.0,13.41,13.41,1.0,13.41
BALAENOPTERA,PHYSALUS,1.0,13.41,13.41,1.0,13.41
BALANUS,NAUPLIUS,25.0,13.96,13.96,25.0,13.96
BALITORIDAE,ESOCIDAE,2.0,13.0,13.0,2.0,13.0
BALLERUS,BALLERUS,2.0,12.68,12.68,2.0,12.68
BARBATULA,BARBATULA,17.0,13.72,13.72,17.0,13.72
BARBATUS,UMBRA,1.0,13.0,13.0,1.0,13.0
BARBONYMUS,GONIONOTUS,2.0,13.41,13.41,2.0,13.41
BARBUS,BARBUS,28.0,13.43,13.43,28.0,13.43
BARCOO,SILURIDAE,1.0,13.99,13.99,1.0,13.99
BASS,SCULPIN,1.0,13.41,13.41,1.0,13.41
BATRACHIUM,PENICILLATUM,2.0,13.19,13.19,2.0,13.19
BATRACHIUM,TRICHOPHYLLUM,2.0,13.19,13.19,2.0,13.19
BATRACHOSPERMUM,NUPHAR,1.0,13.0,13.0,1.0,13.0
BDELLOCEPHALA,PUNCTATA,3.0,13.26,13.26,3.0,13.26
BELDINGII,GREENEI,1.0,13.41,13.41,1.0,13.41
BELONE,BELONE,9.0,13.99,13.99,9.0,13.99
BELONIFORMES,ADRIANICHTHYIDAE,1.0,13.99,13.99,1.0,13.99
BELONIFORMES,HADIATYAE,1.0,12.68,12.68,1.0,12.68
BELONIFORMES,ORYZIAS,1.0,12.68,12.68,1.0,12.68
BEMBROPS,FILIFERA,1.0,13.99,13.99,1.0,13.99
BENTINCKI,MACULATUM,2.0,13.0,13.0,2.0,13.0
BERRYTHEUTHIS,MAGISTER,3.0,13.58,13.58,3.0,13.58
BERULA,ERECTA,1.0,13.99,13.99,1.0,13.99
BESTIOLINA,SIMILIS,1.0,12.68,12.68,1.0,12.68
BICOTYLE,VELLAVOLI,1.0,13.99,13.99,1.0,13.99
BIDENS,BECKII,1.0,13.99,13.99,1.0,13.99
BIDYANUS,BIDYANUS,46.0,13.98,13.98,46.0,13.98
BIOMPHALARIA,BULINUS,2.0,13.99,13.99,2.0,13.99
BIRGEI,CYCLOPIDAE,1.0,13.99,13.99,1.0,13.99
BISTON,BETULARIA,1.0,13.99,13.99,1.0,13.99
BITHYNIA,TENTACULATA,3.0,13.99,13.99,3.0,13.99
BIVALVIA,ALASMIDONTA,1.0,13.99,13.99,1.0,13.99
BIVALVIA,DREISSENIDAE,2.0,12.83,12.83,2.0,12.83
BJOERKNA,SAPA,1.0,12.68,12.68,1.0,12.68
BLATTELLA,ASAHINAI,1.0,13.99,13.99,1.0,13.99
BLICCA,BJOERKNA,24.0,13.88,13.88,24.0,13.88
BOLBOPHORUS,LEVANTINUS,3.0,13.58,13.58,3.0,13.58
BONAMIA,EXITIOSA,2.0,13.67,13.67,2.0,13.67
BOREOGADUS,SAIDA,9.0,13.99,13.99,9.0,13.99
BOSC,BETA,1.0,13.0,13.0,1.0,13.0
BOSMINA,2,1.0,12.68,12.68,1.0,12.68
BOSMINA,LONGIROSTRIS,15.0,13.23,13.23,15.0,13.23
BOSMINA,TAB,1.0,12.68,12.68,1.0,12.68
BOSMINIDAE,SIDIDAE,1.0,13.41,13.41,1.0,13.41
BOTHIDAE,CYNOGLOSSIDAE,3.0,13.99,13.99,3.0,13.99
BOTHRIOCELPHALUS,ACHEILOGNATHI,1.0,13.0,13.0,1.0,13.0
BOTHRIOCEPHALUS,ACHEILOGNATHI,2.0,13.67,13.67,2.0,13.67
BRACHIONUS,CALYCIFLORUS,4.0,13.19,13.19,4.0,13.19
BRACHIONUS,PLICATILIS,2.0,12.54,12.54,2.0,12.54
BRACHYCENTRIDAE,COLEOPTERA,2.0,12.83,12.83,2.0,12.83
BRACHYCENTRUS,ARCTOPSYCHE,2.0,13.41,13.41,2.0,13.41
BRACHYDACTYLA,MAJIDAE,1.0,13.0,13.0,1.0,13.0
BRACHYMYSTAX,LENOK,2.0,13.67,13.67,2.0,13.67
BRACHYRAPHIS,EPISCOPI,1.0,13.99,13.99,1.0,13.99
BRACHYURA,GRAPSIDAE,4.0,13.54,13.54,4.0,13.54
BRACHYURUM,CUCULATA,1.0,12.68,12.68,1.0,12.68
BRACHYURUM,QUADRANGULA,1.0,13.0,13.0,1.0,13.0
BRANTA,BERNICLA,3.0,13.99,13.99,3.0,13.99
BREVOORTIA,TYRANNUS,6.0,13.99,13.99,6.0,13.99
BRUCELLA,ABORTUS,1.0,13.41,13.41,1.0,13.41
BRUCELLA,OVIS,1.0,13.41,13.41,1.0,13.41
BRYCINUS,LATERALIS,1.0,13.41,13.41,1.0,13.41
BRYCON,MOOREI,1.0,13.41,13.41,1.0,13.41
BSN,ARTEMIA,1.0,13.99,13.99,1.0,13.99
BUCEPHALA,CLANGULA,5.0,13.73,13.73,5.0,13.73
BUCEPHALOPSIS,GRACILESCENS,2.0,13.99,13.99,2.0,13.99
BUCEPHALUS,HAIMEANUS,1.0,13.41,13.41,1.0,13.41
BUCEPHALUS,POLYMORPHUS,1.0,13.41,13.41,1.0,13.41
BUCHANANI,CHALYBAEUS,2.0,13.41,13.41,2.0,13.41
BUCHEPALA,CLANGULA,2.0,12.83,12.83,2.0,12.83
BUFO,CALAMITA,6.0,13.77,13.77,6.0,13.77
BUGLOSSIDIUM,LUTEUM,1.0,13.41,13.41,1.0,13.41
BULINUS,TRUNCATUS,4.0,13.3,13.3,4.0,13.3
BUNODERA,CREPIDOSTOMUM,1.0,13.99,13.99,1.0,13.99
BUTOMUS,UMBELLATUS,1.0,13.99,13.99,1.0,13.99
BUTORIDES,STRIATUS,1.0,12.68,12.68,1.0,12.68
BYTHOTREPHES,CEDERSTROEMI,3.0,13.0,13.0,3.0,13.0
BYTHOTREPHES,LONGIMANUS,6.0,13.67,13.67,6.0,13.67
CAENIDAE,LIBELLULIDAE,2.0,13.41,13.41,2.0,13.41
CAENIS,LUCTUOSA,1.0,12.68,12.68,1.0,12.68
CAENIS,MACRURA,2.0,13.41,13.41,2.0,13.41
CAENORHABDITIS,ELEGANS,2.0,13.67,13.67,2.0,13.67
CAERULEUM,CHLOROSOMUM,1.0,13.0,13.0,1.0,13.0
CALANOIDA,CYCLOPOIDA,1.0,13.99,13.99,1.0,13.99
CALANOIDES,PATAGONIENSIS,2.0,13.99,13.99,2.0,13.99
CALANUS,FINMARCHICUS,1.0,12.68,12.68,1.0,12.68
CALIDRIS,ALPINA,2.0,12.83,12.83,2.0,12.83
CALIDRIS,MINUTILLA,2.0,12.83,12.83,2.0,12.83
CALIDRIS,PUSILLA,2.0,12.83,12.83,2.0,12.83
CALIGUS,ROGERCRESSEYI,2.0,13.41,13.41,2.0,13.41
CALLICHTHYS,CALLICHTHYS,1.0,13.99,13.99,1.0,13.99
CALLINECTES,SAPIDUS,5.0,13.99,13.99,5.0,13.99
CALLITRICHE,OBTUSANGULA,2.0,13.99,13.99,2.0,13.99
CALOCIDAE,HELICOPHIDAE,1.0,13.99,13.99,1.0,13.99
CALOPTERYGIDAE,GOMPHIDAE,1.0,13.41,13.41,1.0,13.41
CAMBARIDAE,ASTACIDAE,1.0,13.0,13.0,1.0,13.0
CAMBARUS,CARINIROSTRIS,2.0,12.68,12.68,2.0,12.68
CAMBARUS,ORTMANNI,2.0,12.68,12.68,2.0,12.68
CAMBARUS,SCIOTENSIS,2.0,12.68,12.68,2.0,12.68
CAMPELOMA,DECISUM,1.0,13.99,13.99,1.0,13.99
CAMPOSTOMA,ANOMALUM,3.0,13.99,13.99,3.0,13.99
CAMPTOCERCUS,EURYCERCUS,1.0,13.0,13.0,1.0,13.0
CAMPTOCERCUS,RECTIROSTRIS,2.0,13.19,13.19,2.0,13.19
CAMPTOCERUS,RECTIROSTRIS,2.0,13.41,13.41,2.0,13.41
CAMTSCHATICUM,PETROMYZONTIDAE,1.0,13.41,13.41,1.0,13.41
CANADENSIS,HYDROCHARITACEAE,1.0,12.68,12.68,1.0,12.68
CANADUM,TRILINEATUM,1.0,13.0,13.0,1.0,13.0
CANDALIDES,HEATHI,1.0,13.99,13.99,1.0,13.99
CANDIDA,UTILIS,1.0,13.99,13.99,1.0,13.99
CANDIDIA,BARBATUS,1.0,13.41,13.41,1.0,13.41
CANIS,LUPUS,1.0,13.41,13.41,1.0,13.41
CANUTUS,TOTANUS,1.0,13.41,13.41,1.0,13.41
CAPNIIDAE,PERLODIDAE,1.0,13.41,13.41,1.0,13.41
CAPREOLUS,CAPREOLUS,1.0,13.99,13.99,1.0,13.99
CAPRINIANA,PISCIUM,4.0,13.99,13.99,4.0,13.99
CAPROS,APER,1.0,13.99,13.99,1.0,13.99
CARASSIUS,AURATUS,52.0,13.41,13.41,52.0,13.41
CARASSIUS,CARASSIUS,20.0,12.63,12.63,20.0,12.63
CARBUNCULUS,FILAMENTOSUS,1.0,13.41,13.41,1.0,13.41
CARCHARHINUS,LIMBATUS,1.0,13.41,13.41,1.0,13.41
CARCHARHINUS,MILBERTI,1.0,13.41,13.41,1.0,13.41
CARCINUS,MAENAS,2.0,13.99,13.99,2.0,13.99
CARDICOLA,KLAMATHENSIS,1.0,12.68,12.68,1.0,12.68
CARDIUM,EDULE,1.0,12.68,12.68,1.0,12.68
CARDIUM,GLAUCUM,1.0,13.41,13.41,1.0,13.41
CARETTA,CARETTA,1.0,13.99,13.99,1.0,13.99
CAREX,ACORUS,1.0,13.0,13.0,1.0,13.0
CAREX,GLYCERIA,1.0,12.68,12.68,1.0,12.68
CARNIVORA,PINNIPEDIA,1.0,13.99,13.99,1.0,13.99
CARPILIUS,CONVEXUS,1.0,13.99,13.99,1.0,13.99
CARPIODES,CYPRINUS,3.0,12.88,12.88,3.0,12.88
CASTOR,FIBER,1.0,13.99,13.99,1.0,13.99
CATLA,CATLA,3.0,13.58,13.58,3.0,13.58
CATOSTOMA,CARLOTTAE,1.0,13.41,13.41,1.0,13.41
CATOSTOMAS,RIMICULUS,2.0,13.99,13.99,2.0,13.99
CATOSTOMIDAE,ICTALURIDAE,3.0,12.88,12.88,3.0,12.88
CATOSTOMUS,CATOSTOMUS,18.0,12.57,12.57,18.0,12.57
CATOSTOMUS,COMMERSONI,26.0,12.94,12.94,26.0,12.94
CAULERPA,TAXIFOLIA,1.0,13.99,13.99,1.0,13.99
CENTRARCHIDAE,ICTALURUS,3.0,12.88,12.88,3.0,12.88
CENTRARCHIDAE,PERCIDAE,1.0,13.0,13.0,1.0,13.0
CENTROCESTUS,FORMOSANUS,1.0,13.41,13.41,1.0,13.41
CENTROCESTUS,METACERCARIAE,1.0,13.0,13.0,1.0,13.0
CENTROPOMUS,SNOOK,1.0,13.99,13.99,1.0,13.99
CENTROPOMUS,UNDECIMALIS,1.0,13.99,13.99,1.0,13.99
CENTROPRISTIS,STRIATA,8.0,13.75,13.75,8.0,13.75
CENTROPTILUM,ASTIGMATA,1.0,12.68,12.68,1.0,12.68
CENTROSCYLLIUM,FABRICII,1.0,12.68,12.68,1.0,12.68
CEPEDIANUM,BUBALIS,1.0,12.68,12.68,1.0,12.68
CERASTODERMA,EDULE,2.0,13.67,13.67,2.0,13.67
CERATIUM,HIRUNDINELLA,4.0,13.83,13.83,4.0,13.83
CERATOPHRYS,CRANWELLI,1.0,13.99,13.99,1.0,13.99
CERATOPHYLLUM,DEMERSUM,18.0,13.85,13.85,18.0,13.85
CERATOPOGON,IDAE,1.0,13.99,13.99,1.0,13.99
CERATOPOGONIDAE,ELEOCHARIS,1.0,13.99,13.99,1.0,13.99
CERATOPOGONIDAE,GASTROPODA,2.0,12.54,12.54,2.0,12.54
CERCOPAGIS,PENGOI,5.0,13.99,13.99,5.0,13.99
CEREBRALIS,NEUROBIUS,1.0,12.68,12.68,1.0,12.68
CERIODAPHNIA,CORNUTA,3.0,12.88,12.88,3.0,12.88
CERITHIDEA,CALIFORNICA,1.0,13.41,13.41,1.0,13.41
CERORHINCA,MONOCERATA,1.0,13.99,13.99,1.0,13.99
CESTODA,PSEUDOPHYLLIDEA,3.0,13.12,13.12,3.0,13.12
CHAETODON,MULTICINCTUS,1.0,13.99,13.99,1.0,13.99
CHALIMUS,ROGERCRESSEYI,1.0,13.0,13.0,1.0,13.0
CHANNA,STRIATUS,2.0,12.54,12.54,2.0,12.54
CHAOBORUS,FLAVICANS,4.0,13.54,13.54,4.0,13.54
CHAOBORUS,PUNCTIPENNIS,2.0,12.83,12.83,2.0,12.83
CHARA,MYRIOPHYLLUM,2.0,12.68,12.68,2.0,12.68
CHARA,SPICATUM,2.0,12.68,12.68,2.0,12.68
CHARA,TOMENTOSA,6.0,13.06,13.06,6.0,13.06
CHARACIDAE,OSTARIOPHYSI,1.0,13.41,13.41,1.0,13.41
CHARADRIUS,HIATICULA,1.0,13.0,13.0,1.0,13.0
CHARADRIUS,SEMIPALMATUS,1.0,13.41,13.41,1.0,13.41
CHASMAGNATHUS,GRANULATA,1.0,13.0,13.0,1.0,13.0
CHASMISTES,BREVIROSTRIS,6.0,13.77,13.77,6.0,13.77
CHASMODES,BOSQUIANUS,11.0,13.99,13.99,11.0,13.99
CHEIMARRICHTHYS,FOSTERI,3.0,13.41,13.41,3.0,13.41
CHEIROGALEUS,MEDIUS,1.0,13.99,13.99,1.0,13.99
CHELON,LABROSUS,4.0,13.83,13.83,4.0,13.83
CHERAX,DESTRUCTOR,2.0,12.54,12.54,2.0,12.54
