source,target,score.1,Hits,Score,data_source_x,TAXRANK_target,TAXRANK_source,data_source_y,relations,compare
MISGURNUS,ANGUILLICAUDATUS,13.94,13.0,13.94,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MORONE,SAXATILIS,13.75,52.0,13.75,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MOXOSTOMA,MACROLEPIDOTUM,13.26,6.0,13.26,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MUSTELA,VISON,13.67,2.0,13.67,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MYLOCHEILUS,CAURINUS,13.99,6.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MYOXOCEPHALUS,SCORPIUS,13.37,34.0,13.37,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MYOXOCEPHALUS,THOMPSONII,13.11,27.0,13.11,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NANNOPERCA,AUSTRALIS,13.62,37.0,13.62,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NEOCHANNA,DIVERSUS,13.41,2.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NEOGOBIUS,MELANOSTOMUS,13.94,83.0,13.94,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NEOLAMPROLOGUS,PULCHER,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NEOVISON,VISON,13.0,1.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOCOMIS,BIGUTTATUS,13.83,4.0,13.83,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTEMIGONUS,CRYSOLEUCAS,13.94,12.0,13.94,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTURUS,FLAVUS,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ONCORHYNCHUS,MYKISS,13.36,663.0,13.36,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
OPSOPOEODUS,EMILIAE,13.0,1.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
OSMERIDAE,OSMERUS,13.41,1.0,13.41,WEB corpus, GENUS, FAMILY,VTO ontology,is_a,both
OSMERUS,EPERLANUS,13.31,34.0,13.31,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
OSMERUS,MORDAX,13.3,40.0,13.3,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PANDION,HALIAETUS,13.99,3.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PARALICHTHYS,OLIVACEUS,13.62,22.0,13.62,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PERCICHTHYS,TRUCHA,13.99,8.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PERCIFORMES,SCIAENIDAE,13.54,4.0,13.54,WEB corpus, FAMILY, ORDER,VTO ontology,is_a,both
PETROMYZON,MARINUS,13.96,245.0,13.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PHALACROCORAX,ARISTOTELIS,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PHALACROCORAX,CARBO,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PHENACOBIUS,MIRABILIS,13.99,2.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PHOXINUS,PHOXINUS,13.89,46.0,13.89,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PIMEPHALES,PROMELAS,13.61,23.0,13.61,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PLATICHTHYS,FLESUS,13.8,7.0,13.8,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PLATYGOBIO,GRACILIS,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PLECOGLOSSUS,ALTIVELIS,13.99,9.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PLEURONECTES,PLATESSA,13.81,22.0,13.81,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PODICEPS,CRISTATUS,13.99,7.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
POECILIA,LATIPINNA,13.0,7.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
POECILIA,RETICULATA,13.59,14.0,13.59,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
POMATOSCHISTUS,MINUTUS,13.94,14.0,13.94,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
POMOXIS,ANNULARIS,13.0,12.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
POMOXIS,NIGROMACULATUS,13.57,23.0,13.57,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PROCHILODUS,LINEATUS,13.99,2.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PROSOPIUM,WILLIAMSONI,13.55,18.0,13.55,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PROTERORHINUS,MARMORATUS,13.47,9.0,13.47,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PSEUDOBARBUS,BURCHELLI,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PSEUDOCHONDROSTOMA,POLYLEPIS,13.41,1.0,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PSEUDOPLEURONECTES,AMERICANUS,13.49,13.0,13.49,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PSEUDORASBORA,PARVA,13.73,5.0,13.73,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PTYCHOCHEILUS,OREGONENSIS,13.55,18.0,13.55,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PUNGITIUS,PUNGITIUS,13.83,45.0,13.83,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PYGOCENTRUS,NATTERERI,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PYLODICTIS,OLIVARIS,13.99,7.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RANA,TEMPORARIA,13.88,12.0,13.88,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RHINICHTHYS,ATRATULUS,13.03,12.0,13.03,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RHINICHTHYS,CATARACTAE,13.08,13.0,13.08,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RHINOGOBIUS,BRUNNEUS,13.67,2.0,13.67,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RHINOGOBIUS,GIURINUS,13.0,1.0,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RHODEUS,SERICEUS,13.58,3.0,13.58,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RICHARDSONIUS,BALTEATUS,13.99,11.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SALMO,SALAR,13.29,750.0,13.29,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SALMO,TRUTTA,13.25,728.0,13.25,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SALVELINUS,ALPINUS,13.47,579.0,13.47,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SANDER,LUCIOPERCA,13.32,85.0,13.32,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SCAPHIRHYNCHUS,ALBUS,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SCARDINIUS,ERYTHROPHTHALMUS,13.94,47.0,13.94,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SCIAENOPS,OCELLATUS,13.88,12.0,13.88,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SEMOTILUS,ATROMACULATUS,13.96,19.0,13.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SERIPHUS,POLITUS,13.99,2.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SICYOPTERUS,STIMPSONI,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SILLAGO,CILIATA,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SILURUS,GLANIS,13.92,38.0,13.92,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SOLEA,SOLEA,13.99,12.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SPARUS,AURATA,13.96,19.0,13.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SPHOEROIDES,ANNULATUS,13.99,1.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SQUALIUS,CAROLITERTII,13.08,9.0,13.08,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
STEGASTES,PARTITUS,13.99,2.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
THALASSOMA,BIFASCIATUM,13.99,4.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
THYMALLUS,ARCTICUS,13.24,72.0,13.24,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TILAPIA,RENDALLI,13.33,6.0,13.33,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TINCA,TINCA,13.92,37.0,13.92,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TRIDENTIGER,OBSCURUS,13.99,2.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
UMBRA,LIMI,13.67,6.0,13.67,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
URSUS,ARCTOS,13.99,4.0,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
XYRAUCHEN,TEXANUS,13.58,3.0,13.58,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
